Place,Category,SubCategory,Year,Amount
Cuenca,PATRIMONY,Vehicle Theft,2014,63
Cuenca,PATRIMONY,Vehicle Theft,2013,60
Cuenca,PATRIMONY,Vehicle Theft,2012,73
Cuenca,PATRIMONY,Vehicle Theft,2011,86
Cuenca,PATRIMONY,Vehicle Theft,2010,141
Cuenca,PATRIMONY,Vehicle Theft,2021,30
Desconocida,PATRIMONY,Vehicle Theft,2021,0
Desconocida,PATRIMONY,Vehicle Theft,2022,0
Desconocida,PATRIMONY,Vehicle Theft,2020,0
Desconocida,PATRIMONY,Vehicle Theft,2019,0
Desconocida,PATRIMONY,Vehicle Theft,2018,0
Desconocida,PATRIMONY,Vehicle Theft,2017,0
Desconocida,PATRIMONY,Vehicle Theft,2016,0
Desconocida,PATRIMONY,Vehicle Theft,2015,0
Desconocida,PATRIMONY,Vehicle Theft,2014,0
Desconocida,PATRIMONY,Vehicle Theft,2013,0
Desconocida,PATRIMONY,Vehicle Theft,2012,0
Desconocida,PATRIMONY,Vehicle Theft,2011,2
Desconocida,PATRIMONY,Vehicle Theft,2010,11
Abroad,PATRIMONY,Vehicle Theft,2022,66
Abroad,PATRIMONY,Vehicle Theft,2020,90
Abroad,PATRIMONY,Vehicle Theft,2019,110
Abroad,PATRIMONY,Vehicle Theft,2018,82
Abroad,PATRIMONY,Vehicle Theft,2017,95
Abroad,PATRIMONY,Vehicle Theft,2016,93
Abroad,PATRIMONY,Vehicle Theft,2015,88
Abroad,PATRIMONY,Vehicle Theft,2014,76
Abroad,PATRIMONY,Vehicle Theft,2013,89
Abroad,PATRIMONY,Vehicle Theft,2012,149
Abroad,PATRIMONY,Vehicle Theft,2011,137
Abroad,PATRIMONY,Vehicle Theft,2010,125
Abroad,PATRIMONY,Vehicle Theft,2021,58
Gipuzkoa,PATRIMONY,Vehicle Theft,2022,228
Gipuzkoa,PATRIMONY,Vehicle Theft,2020,182
Gipuzkoa,PATRIMONY,Vehicle Theft,2019,292
Gipuzkoa,PATRIMONY,Vehicle Theft,2018,260
Gipuzkoa,PATRIMONY,Vehicle Theft,2017,267
Gipuzkoa,PATRIMONY,Vehicle Theft,2016,260
Gipuzkoa,PATRIMONY,Vehicle Theft,2015,289
Gipuzkoa,PATRIMONY,Vehicle Theft,2014,234
Gipuzkoa,PATRIMONY,Vehicle Theft,2013,238
Gipuzkoa,PATRIMONY,Vehicle Theft,2012,247
Gipuzkoa,PATRIMONY,Vehicle Theft,2011,351
Gipuzkoa,PATRIMONY,Vehicle Theft,2010,430
Gipuzkoa,PATRIMONY,Vehicle Theft,2021,211
Girona,PATRIMONY,Vehicle Theft,2022,585
Girona,PATRIMONY,Vehicle Theft,2020,511
Girona,PATRIMONY,Vehicle Theft,2019,686
Girona,PATRIMONY,Vehicle Theft,2018,590
Girona,PATRIMONY,Vehicle Theft,2017,528
Girona,PATRIMONY,Vehicle Theft,2016,507
Girona,PATRIMONY,Vehicle Theft,2015,630
Girona,PATRIMONY,Vehicle Theft,2014,697
Girona,PATRIMONY,Vehicle Theft,2013,777
Girona,PATRIMONY,Vehicle Theft,2012,816
Girona,PATRIMONY,Vehicle Theft,2011,968
Girona,PATRIMONY,Vehicle Theft,2010,1155
Girona,PATRIMONY,Vehicle Theft,2021,497
Granada,PATRIMONY,Vehicle Theft,2022,368
Granada,PATRIMONY,Vehicle Theft,2020,321
Granada,PATRIMONY,Vehicle Theft,2019,430
Granada,PATRIMONY,Vehicle Theft,2018,600
Granada,PATRIMONY,Vehicle Theft,2017,787
Granada,PATRIMONY,Vehicle Theft,2016,901
Granada,PATRIMONY,Vehicle Theft,2015,895
Granada,PATRIMONY,Vehicle Theft,2014,797
Granada,PATRIMONY,Vehicle Theft,2013,1061
Granada,PATRIMONY,Vehicle Theft,2012,1299
Granada,PATRIMONY,Vehicle Theft,2011,1413
Granada,PATRIMONY,Vehicle Theft,2010,1590
Granada,PATRIMONY,Vehicle Theft,2021,270
Guadalajara,PATRIMONY,Vehicle Theft,2022,136
Guadalajara,PATRIMONY,Vehicle Theft,2020,122
Guadalajara,PATRIMONY,Vehicle Theft,2019,139
Guadalajara,PATRIMONY,Vehicle Theft,2018,164
Guadalajara,PATRIMONY,Vehicle Theft,2017,189
Guadalajara,PATRIMONY,Vehicle Theft,2016,314
Guadalajara,PATRIMONY,Vehicle Theft,2015,264
Guadalajara,PATRIMONY,Vehicle Theft,2014,214
Guadalajara,PATRIMONY,Vehicle Theft,2013,269
Guadalajara,PATRIMONY,Vehicle Theft,2012,355
Guadalajara,PATRIMONY,Vehicle Theft,2011,287
Guadalajara,PATRIMONY,Vehicle Theft,2010,349
Guadalajara,PATRIMONY,Vehicle Theft,2021,121
Huelva,PATRIMONY,Vehicle Theft,2022,276
Huelva,PATRIMONY,Vehicle Theft,2020,161
Huelva,PATRIMONY,Vehicle Theft,2019,224
Huelva,PATRIMONY,Vehicle Theft,2018,228
Huelva,PATRIMONY,Vehicle Theft,2017,402
Huelva,PATRIMONY,Vehicle Theft,2016,364
Huelva,PATRIMONY,Vehicle Theft,2015,356
Huelva,PATRIMONY,Vehicle Theft,2014,343
Huelva,PATRIMONY,Vehicle Theft,2013,332
Huelva,PATRIMONY,Vehicle Theft,2012,354
Huelva,PATRIMONY,Vehicle Theft,2011,393
Huelva,PATRIMONY,Vehicle Theft,2010,483
Huelva,PATRIMONY,Vehicle Theft,2021,215
Huesca,PATRIMONY,Vehicle Theft,2022,36
Huesca,PATRIMONY,Vehicle Theft,2020,15
Huesca,PATRIMONY,Vehicle Theft,2019,15
Huesca,PATRIMONY,Vehicle Theft,2018,22
Huesca,PATRIMONY,Vehicle Theft,2017,41
Huesca,PATRIMONY,Vehicle Theft,2016,45
Huesca,PATRIMONY,Vehicle Theft,2015,55
Huesca,PATRIMONY,Vehicle Theft,2014,50
Huesca,PATRIMONY,Vehicle Theft,2013,61
Huesca,PATRIMONY,Vehicle Theft,2012,62
Huesca,PATRIMONY,Vehicle Theft,2011,73
Huesca,PATRIMONY,Vehicle Theft,2010,136
Huesca,PATRIMONY,Vehicle Theft,2021,39
Jaén,PATRIMONY,Vehicle Theft,2022,153
Jaén,PATRIMONY,Vehicle Theft,2020,176
Jaén,PATRIMONY,Vehicle Theft,2019,218
Jaén,PATRIMONY,Vehicle Theft,2018,203
Jaén,PATRIMONY,Vehicle Theft,2017,236
Jaén,PATRIMONY,Vehicle Theft,2016,395
Jaén,PATRIMONY,Vehicle Theft,2015,362
Jaén,PATRIMONY,Vehicle Theft,2014,314
Jaén,PATRIMONY,Vehicle Theft,2013,377
Jaén,PATRIMONY,Vehicle Theft,2012,394
Jaén,PATRIMONY,Vehicle Theft,2011,432
Jaén,PATRIMONY,Vehicle Theft,2010,501
Jaén,PATRIMONY,Vehicle Theft,2021,128
León,PATRIMONY,Vehicle Theft,2022,112
León,PATRIMONY,Vehicle Theft,2020,88
León,PATRIMONY,Vehicle Theft,2019,140
León,PATRIMONY,Vehicle Theft,2018,168
León,PATRIMONY,Vehicle Theft,2017,177
León,PATRIMONY,Vehicle Theft,2016,212
León,PATRIMONY,Vehicle Theft,2015,189
León,PATRIMONY,Vehicle Theft,2014,169
León,PATRIMONY,Vehicle Theft,2013,165
León,PATRIMONY,Vehicle Theft,2012,264
León,PATRIMONY,Vehicle Theft,2011,281
León,PATRIMONY,Vehicle Theft,2010,291
León,PATRIMONY,Vehicle Theft,2021,83
Lleida,PATRIMONY,Vehicle Theft,2022,165
Lleida,PATRIMONY,Vehicle Theft,2020,138
Lleida,PATRIMONY,Vehicle Theft,2019,166
Lleida,PATRIMONY,Vehicle Theft,2018,161
Lleida,PATRIMONY,Vehicle Theft,2017,142
Lleida,PATRIMONY,Vehicle Theft,2016,158
Lleida,PATRIMONY,Vehicle Theft,2015,216
Lleida,PATRIMONY,Vehicle Theft,2014,188
Lleida,PATRIMONY,Vehicle Theft,2013,214
Lleida,PATRIMONY,Vehicle Theft,2012,270
Lleida,PATRIMONY,Vehicle Theft,2011,288
Lleida,PATRIMONY,Vehicle Theft,2010,340
Lleida,PATRIMONY,Vehicle Theft,2021,151
Lugo,PATRIMONY,Vehicle Theft,2022,23
Lugo,PATRIMONY,Vehicle Theft,2020,36
Lugo,PATRIMONY,Vehicle Theft,2019,54
Lugo,PATRIMONY,Vehicle Theft,2018,39
Lugo,PATRIMONY,Vehicle Theft,2017,77
Lugo,PATRIMONY,Vehicle Theft,2016,83
Lugo,PATRIMONY,Vehicle Theft,2015,63
Lugo,PATRIMONY,Vehicle Theft,2014,96
Lugo,PATRIMONY,Vehicle Theft,2013,93
Lugo,PATRIMONY,Vehicle Theft,2012,92
Lugo,PATRIMONY,Vehicle Theft,2011,127
Lugo,PATRIMONY,Vehicle Theft,2010,111
Lugo,PATRIMONY,Vehicle Theft,2021,23
Madrid,PATRIMONY,Vehicle Theft,2022,7397
Madrid,PATRIMONY,Vehicle Theft,2020,6235
Madrid,PATRIMONY,Vehicle Theft,2019,8030
Madrid,PATRIMONY,Vehicle Theft,2018,8620
Madrid,PATRIMONY,Vehicle Theft,2017,10715
Madrid,PATRIMONY,Vehicle Theft,2016,10504
Madrid,PATRIMONY,Vehicle Theft,2015,10113
Madrid,PATRIMONY,Vehicle Theft,2014,10352
Madrid,PATRIMONY,Vehicle Theft,2013,12333
Madrid,PATRIMONY,Vehicle Theft,2012,13236
Madrid,PATRIMONY,Vehicle Theft,2011,13571
Madrid,PATRIMONY,Vehicle Theft,2010,13739
Madrid,PATRIMONY,Vehicle Theft,2021,6922
Málaga,PATRIMONY,Vehicle Theft,2022,1742
Málaga,PATRIMONY,Vehicle Theft,2020,1293
Málaga,PATRIMONY,Vehicle Theft,2019,1757
Málaga,PATRIMONY,Vehicle Theft,2018,1945
Málaga,PATRIMONY,Vehicle Theft,2017,2252
Málaga,PATRIMONY,Vehicle Theft,2016,2244
Málaga,PATRIMONY,Vehicle Theft,2015,2522
Málaga,PATRIMONY,Vehicle Theft,2014,2236
Málaga,PATRIMONY,Vehicle Theft,2013,2484
Málaga,PATRIMONY,Vehicle Theft,2012,3127
Málaga,PATRIMONY,Vehicle Theft,2011,3533
Málaga,PATRIMONY,Vehicle Theft,2010,4104
Málaga,PATRIMONY,Vehicle Theft,2021,1493
Melilla,PATRIMONY,Vehicle Theft,2022,78
Melilla,PATRIMONY,Vehicle Theft,2020,42
Melilla,PATRIMONY,Vehicle Theft,2019,76
Melilla,PATRIMONY,Vehicle Theft,2018,88
Melilla,PATRIMONY,Vehicle Theft,2017,113
Melilla,PATRIMONY,Vehicle Theft,2016,105
Melilla,PATRIMONY,Vehicle Theft,2015,120
Melilla,PATRIMONY,Vehicle Theft,2014,179
Melilla,PATRIMONY,Vehicle Theft,2013,221
Melilla,PATRIMONY,Vehicle Theft,2012,191
Melilla,PATRIMONY,Vehicle Theft,2011,260
Melilla,PATRIMONY,Vehicle Theft,2010,250
Melilla,PATRIMONY,Vehicle Theft,2021,35
Murcia,PATRIMONY,Vehicle Theft,2022,774
Murcia,PATRIMONY,Vehicle Theft,2020,726
Murcia,PATRIMONY,Vehicle Theft,2019,909
Murcia,PATRIMONY,Vehicle Theft,2018,951
Murcia,PATRIMONY,Vehicle Theft,2017,1293
Murcia,PATRIMONY,Vehicle Theft,2016,1352
Murcia,PATRIMONY,Vehicle Theft,2015,1332
Murcia,PATRIMONY,Vehicle Theft,2014,1224
Murcia,PATRIMONY,Vehicle Theft,2013,1422
Murcia,PATRIMONY,Vehicle Theft,2012,1582
Murcia,PATRIMONY,Vehicle Theft,2011,1747
Murcia,PATRIMONY,Vehicle Theft,2010,2393
Murcia,PATRIMONY,Vehicle Theft,2021,666
Navarra,PATRIMONY,Vehicle Theft,2022,132
Navarra,PATRIMONY,Vehicle Theft,2020,131
Navarra,PATRIMONY,Vehicle Theft,2019,183
Navarra,PATRIMONY,Vehicle Theft,2018,173
Navarra,PATRIMONY,Vehicle Theft,2017,169
Navarra,PATRIMONY,Vehicle Theft,2016,214
Navarra,PATRIMONY,Vehicle Theft,2015,186
Navarra,PATRIMONY,Vehicle Theft,2014,244
Navarra,PATRIMONY,Vehicle Theft,2013,268
Navarra,PATRIMONY,Vehicle Theft,2012,187
Navarra,PATRIMONY,Vehicle Theft,2011,216
Navarra,PATRIMONY,Vehicle Theft,2010,207
Navarra,PATRIMONY,Vehicle Theft,2021,122
Ourense,PATRIMONY,Vehicle Theft,2022,51
Ourense,PATRIMONY,Vehicle Theft,2020,42
Ourense,PATRIMONY,Vehicle Theft,2019,41
Ourense,PATRIMONY,Vehicle Theft,2018,58
Ourense,PATRIMONY,Vehicle Theft,2017,82
Ourense,PATRIMONY,Vehicle Theft,2016,93
Ourense,PATRIMONY,Vehicle Theft,2015,112
Ourense,PATRIMONY,Vehicle Theft,2014,115
Ourense,PATRIMONY,Vehicle Theft,2013,111
Ourense,PATRIMONY,Vehicle Theft,2012,136
Ourense,PATRIMONY,Vehicle Theft,2011,166
Ourense,PATRIMONY,Vehicle Theft,2010,199
Ourense,PATRIMONY,Vehicle Theft,2021,39
Palencia,PATRIMONY,Vehicle Theft,2022,29
Palencia,PATRIMONY,Vehicle Theft,2020,33
Palencia,PATRIMONY,Vehicle Theft,2019,33
Palencia,PATRIMONY,Vehicle Theft,2018,20
Palencia,PATRIMONY,Vehicle Theft,2017,15
Palencia,PATRIMONY,Vehicle Theft,2016,48
Palencia,PATRIMONY,Vehicle Theft,2015,24
Palencia,PATRIMONY,Vehicle Theft,2014,32
Palencia,PATRIMONY,Vehicle Theft,2013,38
Palencia,PATRIMONY,Vehicle Theft,2012,54
Palencia,PATRIMONY,Vehicle Theft,2011,47
Palencia,PATRIMONY,Vehicle Theft,2010,70
Palencia,PATRIMONY,Vehicle Theft,2021,28
Palmas (Las),PATRIMONY,Vehicle Theft,2022,713
Palmas (Las),PATRIMONY,Vehicle Theft,2020,537
Palmas (Las),PATRIMONY,Vehicle Theft,2019,656
Palmas (Las),PATRIMONY,Vehicle Theft,2018,593
Palmas (Las),PATRIMONY,Vehicle Theft,2017,853
Palmas (Las),PATRIMONY,Vehicle Theft,2016,779
Palmas (Las),PATRIMONY,Vehicle Theft,2015,882
Palmas (Las),PATRIMONY,Vehicle Theft,2014,900
Palmas (Las),PATRIMONY,Vehicle Theft,2013,944
Palmas (Las),PATRIMONY,Vehicle Theft,2012,1161
Palmas (Las),PATRIMONY,Vehicle Theft,2011,1467
Palmas (Las),PATRIMONY,Vehicle Theft,2010,1457
Palmas (Las),PATRIMONY,Vehicle Theft,2021,569
Pontevedra,PATRIMONY,Vehicle Theft,2022,287
Pontevedra,PATRIMONY,Vehicle Theft,2020,228
Pontevedra,PATRIMONY,Vehicle Theft,2019,331
Pontevedra,PATRIMONY,Vehicle Theft,2018,318
Pontevedra,PATRIMONY,Vehicle Theft,2017,282
Pontevedra,PATRIMONY,Vehicle Theft,2016,396
Pontevedra,PATRIMONY,Vehicle Theft,2015,361
Pontevedra,PATRIMONY,Vehicle Theft,2014,553
Pontevedra,PATRIMONY,Vehicle Theft,2013,658
Pontevedra,PATRIMONY,Vehicle Theft,2012,798
Pontevedra,PATRIMONY,Vehicle Theft,2011,800
Pontevedra,PATRIMONY,Vehicle Theft,2010,912
Pontevedra,PATRIMONY,Vehicle Theft,2021,214
Rioja (La),PATRIMONY,Vehicle Theft,2022,77
Rioja (La),PATRIMONY,Vehicle Theft,2020,31
Rioja (La),PATRIMONY,Vehicle Theft,2019,69
Rioja (La),PATRIMONY,Vehicle Theft,2018,78
Rioja (La),PATRIMONY,Vehicle Theft,2017,89
Rioja (La),PATRIMONY,Vehicle Theft,2016,99
Rioja (La),PATRIMONY,Vehicle Theft,2015,132
Rioja (La),PATRIMONY,Vehicle Theft,2014,78
Rioja (La),PATRIMONY,Vehicle Theft,2013,134
Rioja (La),PATRIMONY,Vehicle Theft,2012,126
Rioja (La),PATRIMONY,Vehicle Theft,2011,149
Rioja (La),PATRIMONY,Vehicle Theft,2010,165
Rioja (La),PATRIMONY,Vehicle Theft,2021,59
Salamanca,PATRIMONY,Vehicle Theft,2022,53
Salamanca,PATRIMONY,Vehicle Theft,2020,49
Salamanca,PATRIMONY,Vehicle Theft,2019,46
Salamanca,PATRIMONY,Vehicle Theft,2018,61
Salamanca,PATRIMONY,Vehicle Theft,2017,105
Salamanca,PATRIMONY,Vehicle Theft,2016,114
Salamanca,PATRIMONY,Vehicle Theft,2015,113
Salamanca,PATRIMONY,Vehicle Theft,2014,109
Salamanca,PATRIMONY,Vehicle Theft,2013,81
Salamanca,PATRIMONY,Vehicle Theft,2012,110
Salamanca,PATRIMONY,Vehicle Theft,2011,129
Salamanca,PATRIMONY,Vehicle Theft,2010,174
Salamanca,PATRIMONY,Vehicle Theft,2021,60
Tenerife,PATRIMONY,Vehicle Theft,2022,531
Tenerife,PATRIMONY,Vehicle Theft,2020,475
Tenerife,PATRIMONY,Vehicle Theft,2019,639
Tenerife,PATRIMONY,Vehicle Theft,2018,761
Tenerife,PATRIMONY,Vehicle Theft,2017,944
Tenerife,PATRIMONY,Vehicle Theft,2016,827
Tenerife,PATRIMONY,Vehicle Theft,2015,795
Tenerife,PATRIMONY,Vehicle Theft,2014,922
Tenerife,PATRIMONY,Vehicle Theft,2013,949
Tenerife,PATRIMONY,Vehicle Theft,2012,1007
Tenerife,PATRIMONY,Vehicle Theft,2011,1322
Tenerife,PATRIMONY,Vehicle Theft,2010,1472
Tenerife,PATRIMONY,Vehicle Theft,2021,414
Segovia,PATRIMONY,Vehicle Theft,2022,37
Segovia,PATRIMONY,Vehicle Theft,2020,26
Segovia,PATRIMONY,Vehicle Theft,2019,22
Segovia,PATRIMONY,Vehicle Theft,2018,9
Segovia,PATRIMONY,Vehicle Theft,2017,27
Segovia,PATRIMONY,Vehicle Theft,2016,37
Segovia,PATRIMONY,Vehicle Theft,2015,36
Segovia,PATRIMONY,Vehicle Theft,2014,30
Segovia,PATRIMONY,Vehicle Theft,2013,40
Segovia,PATRIMONY,Vehicle Theft,2012,50
Segovia,PATRIMONY,Vehicle Theft,2011,56
Segovia,PATRIMONY,Vehicle Theft,2010,60
Segovia,PATRIMONY,Vehicle Theft,2021,22
Sevilla,PATRIMONY,Vehicle Theft,2022,1389
Sevilla,PATRIMONY,Vehicle Theft,2020,1458
Sevilla,PATRIMONY,Vehicle Theft,2019,1917
Sevilla,PATRIMONY,Vehicle Theft,2018,1605
Sevilla,PATRIMONY,Vehicle Theft,2017,2544
Sevilla,PATRIMONY,Vehicle Theft,2016,2166
Sevilla,PATRIMONY,Vehicle Theft,2015,1975
Sevilla,PATRIMONY,Vehicle Theft,2014,1999
Sevilla,PATRIMONY,Vehicle Theft,2013,2199
Sevilla,PATRIMONY,Vehicle Theft,2012,2713
Sevilla,PATRIMONY,Vehicle Theft,2011,2579
Sevilla,PATRIMONY,Vehicle Theft,2010,3103
Sevilla,PATRIMONY,Vehicle Theft,2021,1309
Soria,PATRIMONY,Vehicle Theft,2022,19
Soria,PATRIMONY,Vehicle Theft,2020,3
Soria,PATRIMONY,Vehicle Theft,2019,9
Soria,PATRIMONY,Vehicle Theft,2018,16
Soria,PATRIMONY,Vehicle Theft,2017,20
Soria,PATRIMONY,Vehicle Theft,2016,21
Soria,PATRIMONY,Vehicle Theft,2015,7
Soria,PATRIMONY,Vehicle Theft,2014,11
Soria,PATRIMONY,Vehicle Theft,2013,20
Soria,PATRIMONY,Vehicle Theft,2012,26
Soria,PATRIMONY,Vehicle Theft,2011,36
Soria,PATRIMONY,Vehicle Theft,2010,26
Soria,PATRIMONY,Vehicle Theft,2021,12
Tarragona,PATRIMONY,Vehicle Theft,2022,490
Tarragona,PATRIMONY,Vehicle Theft,2020,406
Tarragona,PATRIMONY,Vehicle Theft,2019,466
Tarragona,PATRIMONY,Vehicle Theft,2018,441
Tarragona,PATRIMONY,Vehicle Theft,2017,476
Tarragona,PATRIMONY,Vehicle Theft,2016,449
Tarragona,PATRIMONY,Vehicle Theft,2015,477
Tarragona,PATRIMONY,Vehicle Theft,2014,474
Tarragona,PATRIMONY,Vehicle Theft,2013,550
Tarragona,PATRIMONY,Vehicle Theft,2012,705
Tarragona,PATRIMONY,Vehicle Theft,2011,804
Tarragona,PATRIMONY,Vehicle Theft,2010,977
Tarragona,PATRIMONY,Vehicle Theft,2021,446
Teruel,PATRIMONY,Vehicle Theft,2022,18
Teruel,PATRIMONY,Vehicle Theft,2020,17
Teruel,PATRIMONY,Vehicle Theft,2019,10
Teruel,PATRIMONY,Vehicle Theft,2018,17
Teruel,PATRIMONY,Vehicle Theft,2017,18
Teruel,PATRIMONY,Vehicle Theft,2016,18
Teruel,PATRIMONY,Vehicle Theft,2015,21
Teruel,PATRIMONY,Vehicle Theft,2014,29
Teruel,PATRIMONY,Vehicle Theft,2013,34
Teruel,PATRIMONY,Vehicle Theft,2012,36
Teruel,PATRIMONY,Vehicle Theft,2011,44
Teruel,PATRIMONY,Vehicle Theft,2010,47
Teruel,PATRIMONY,Vehicle Theft,2021,14
Toledo,PATRIMONY,Vehicle Theft,2022,245
Toledo,PATRIMONY,Vehicle Theft,2020,199
Toledo,PATRIMONY,Vehicle Theft,2019,282
Toledo,PATRIMONY,Vehicle Theft,2018,305
Toledo,PATRIMONY,Vehicle Theft,2017,590
Toledo,PATRIMONY,Vehicle Theft,2016,697
Toledo,PATRIMONY,Vehicle Theft,2015,636
Toledo,PATRIMONY,Vehicle Theft,2014,553
Toledo,PATRIMONY,Vehicle Theft,2013,579
Toledo,PATRIMONY,Vehicle Theft,2012,589
Toledo,PATRIMONY,Vehicle Theft,2011,728
Toledo,PATRIMONY,Vehicle Theft,2010,756
Toledo,PATRIMONY,Vehicle Theft,2021,206
Valencia,PATRIMONY,Vehicle Theft,2022,1744
Valencia,PATRIMONY,Vehicle Theft,2020,1257
Valencia,PATRIMONY,Vehicle Theft,2019,1654
Valencia,PATRIMONY,Vehicle Theft,2018,1814
Valencia,PATRIMONY,Vehicle Theft,2017,2048
Valencia,PATRIMONY,Vehicle Theft,2016,2049
Valencia,PATRIMONY,Vehicle Theft,2015,1953
Valencia,PATRIMONY,Vehicle Theft,2014,2126
Valencia,PATRIMONY,Vehicle Theft,2013,2449
Valencia,PATRIMONY,Vehicle Theft,2012,2627
Valencia,PATRIMONY,Vehicle Theft,2011,3162
Valencia,PATRIMONY,Vehicle Theft,2010,3791
Valencia,PATRIMONY,Vehicle Theft,2021,1338
Valladolid,PATRIMONY,Vehicle Theft,2022,129
Valladolid,PATRIMONY,Vehicle Theft,2020,96
Valladolid,PATRIMONY,Vehicle Theft,2019,141
Valladolid,PATRIMONY,Vehicle Theft,2018,131
Valladolid,PATRIMONY,Vehicle Theft,2017,127
Valladolid,PATRIMONY,Vehicle Theft,2016,212
Valladolid,PATRIMONY,Vehicle Theft,2015,186
Valladolid,PATRIMONY,Vehicle Theft,2014,170
Valladolid,PATRIMONY,Vehicle Theft,2013,178
Valladolid,PATRIMONY,Vehicle Theft,2012,193
Valladolid,PATRIMONY,Vehicle Theft,2011,220
Valladolid,PATRIMONY,Vehicle Theft,2010,332
Valladolid,PATRIMONY,Vehicle Theft,2021,140
Zamora,PATRIMONY,Vehicle Theft,2022,37
Zamora,PATRIMONY,Vehicle Theft,2020,18
Zamora,PATRIMONY,Vehicle Theft,2019,35
Zamora,PATRIMONY,Vehicle Theft,2018,22
Zamora,PATRIMONY,Vehicle Theft,2017,48
Zamora,PATRIMONY,Vehicle Theft,2016,63
Zamora,PATRIMONY,Vehicle Theft,2015,74
Zamora,PATRIMONY,Vehicle Theft,2014,70
Zamora,PATRIMONY,Vehicle Theft,2013,64
Zamora,PATRIMONY,Vehicle Theft,2012,63
Zamora,PATRIMONY,Vehicle Theft,2011,76
Zamora,PATRIMONY,Vehicle Theft,2010,92
Zamora,PATRIMONY,Vehicle Theft,2021,25
Zaragoza,PATRIMONY,Vehicle Theft,2022,225
Zaragoza,PATRIMONY,Vehicle Theft,2020,158
Zaragoza,PATRIMONY,Vehicle Theft,2019,217
Zaragoza,PATRIMONY,Vehicle Theft,2018,240
Zaragoza,PATRIMONY,Vehicle Theft,2017,333
Zaragoza,PATRIMONY,Vehicle Theft,2016,325
Zaragoza,PATRIMONY,Vehicle Theft,2015,297
Zaragoza,PATRIMONY,Vehicle Theft,2014,327
Zaragoza,PATRIMONY,Vehicle Theft,2013,409
Zaragoza,PATRIMONY,Vehicle Theft,2012,475
Zaragoza,PATRIMONY,Vehicle Theft,2011,694
Zaragoza,PATRIMONY,Vehicle Theft,2010,834
Zaragoza,PATRIMONY,Vehicle Theft,2021,199
Albacete,PATRIMONY,Violent Burglaries,2021,1116
Albacete,PATRIMONY,Violent Burglaries,2022,1534
Albacete,PATRIMONY,Violent Burglaries,2020,1199
Albacete,PATRIMONY,Violent Burglaries,2019,1769
Albacete,PATRIMONY,Violent Burglaries,2018,1744
Albacete,PATRIMONY,Violent Burglaries,2017,1708
Albacete,PATRIMONY,Violent Burglaries,2016,1666
Albacete,PATRIMONY,Violent Burglaries,2015,1851
Albacete,PATRIMONY,Violent Burglaries,2014,2190
Albacete,PATRIMONY,Violent Burglaries,2013,2529
Albacete,PATRIMONY,Violent Burglaries,2012,2683
Albacete,PATRIMONY,Violent Burglaries,2011,2608
Albacete,PATRIMONY,Violent Burglaries,2010,2790
Alicante,PATRIMONY,Violent Burglaries,2021,9853
Alicante,PATRIMONY,Violent Burglaries,2022,11054
Alicante,PATRIMONY,Violent Burglaries,2020,10550
Alicante,PATRIMONY,Violent Burglaries,2019,13943
Alicante,PATRIMONY,Violent Burglaries,2018,15046
Alicante,PATRIMONY,Violent Burglaries,2017,16030
Alicante,PATRIMONY,Violent Burglaries,2016,16718
Alicante,PATRIMONY,Violent Burglaries,2015,16291
Alicante,PATRIMONY,Violent Burglaries,2014,18185
Alicante,PATRIMONY,Violent Burglaries,2013,20713
Alicante,PATRIMONY,Violent Burglaries,2012,22539
Alicante,PATRIMONY,Violent Burglaries,2011,25568
Alicante,PATRIMONY,Violent Burglaries,2010,26805
Almería,PATRIMONY,Violent Burglaries,2021,3494
Almería,PATRIMONY,Violent Burglaries,2022,3904
Almería,PATRIMONY,Violent Burglaries,2020,3188
Almería,PATRIMONY,Violent Burglaries,2019,4177
Almería,PATRIMONY,Violent Burglaries,2018,4742
Almería,PATRIMONY,Violent Burglaries,2017,5649
Almería,PATRIMONY,Violent Burglaries,2016,6583
Almería,PATRIMONY,Violent Burglaries,2015,6562
Almería,PATRIMONY,Violent Burglaries,2014,6817
Almería,PATRIMONY,Violent Burglaries,2013,7829
Almería,PATRIMONY,Violent Burglaries,2012,8764
Almería,PATRIMONY,Violent Burglaries,2011,9026
Almería,PATRIMONY,Violent Burglaries,2010,9344
Araba,PATRIMONY,Violent Burglaries,2021,892
Araba,PATRIMONY,Violent Burglaries,2022,1260
Araba,PATRIMONY,Violent Burglaries,2020,755
Araba,PATRIMONY,Violent Burglaries,2019,1367
Araba,PATRIMONY,Violent Burglaries,2018,1198
Araba,PATRIMONY,Violent Burglaries,2017,1252
Araba,PATRIMONY,Violent Burglaries,2016,1206
Araba,PATRIMONY,Violent Burglaries,2015,1518
Araba,PATRIMONY,Violent Burglaries,2014,1879
Araba,PATRIMONY,Violent Burglaries,2013,2120
Araba,PATRIMONY,Violent Burglaries,2012,2184
Araba,PATRIMONY,Violent Burglaries,2011,2574
Araba,PATRIMONY,Violent Burglaries,2010,3271
Asturias,PATRIMONY,Violent Burglaries,2021,1976
Asturias,PATRIMONY,Violent Burglaries,2022,2083
Asturias,PATRIMONY,Violent Burglaries,2020,1891
Asturias,PATRIMONY,Violent Burglaries,2019,2440
Asturias,PATRIMONY,Violent Burglaries,2018,2359
Asturias,PATRIMONY,Violent Burglaries,2017,2650
